Errors for Brill Tagger 'rules.yaml'

             left context |    word/test->gold     | right context
oring/NNP High/NNP and/CC |    Learning/NN->NNP    | Materials/NNPS should/MD 
h/NNP and/CC Learning/NNP |   Materials/NN->NNPS   | should/MD n't/RB be/VB us
                 They/PRP |    devised/NN->VBD     | a/DT 69-point/JJ scale/NN
They/PRP devised/VBD a/DT |    69-point/NN->JJ     | scale/NN --/: *-1/-NONE- 
 scale/NN --/: *-1/-NONE- |    awarding/NN->VBG    | one/CD point/NN for/IN ea
or/IN each/DT subskill/NN |    measured/NN->VBN    | */-NONE- on/IN the/DT CAT
VBN */-NONE- on/IN the/DT |      CAT/NN->NNP       | test/NN --/: *-1/-NONE- t
/NN --/: *-1/-NONE- to/TO |      rate/NN->VB       | the/DT closeness/NN of/IN
loseness/NN of/IN test/NN |  preparatives/NN->NNS  | to/TO the/DT fifth-grade/
/TO the/DT fifth-grade/NN |      CAT/NN->NNP       | ./.
                          |     Because/NN->IN     | many/JJ of/IN these/DT su
IN many/JJ of/IN these/DT |   subskills/NN->NNS    | --/: the/JJ symmetry/NN o
ese/DT subskills/NNS --/: |       the/DT->JJ       | symmetry/NN of/IN geometr
 the/JJ symmetry/NN of/IN |   geometrical/NN->JJ   | figures/NNS ,/, metric/JJ
trical/JJ figures/NNS ,/, |     metric/NN->JJ      | measurement/NN of/IN volu
r/CC pie/NN and/CC bar/NN |     graphs/NN->NNS     | ,/, for/IN example/NN --/
/, for/IN example/NN --/: |      are/VBP->NN       | only/RB a/DT small/JJ par
l/JJ part/NN of/IN the/DT |      total/NN->JJ      | fifth-grade/NN curriculum
curriculum/NN ,/, Mr./NNP |    Kaminski/NN->NNP    | says/VBZ 0/-NONE- *T*-1/-
,/, the/DT preparation/NN |      kits/NN->NNS      | would/MD n't/RB replicate
 kits/NNS would/MD n't/RB |    replicate/NN->VB    | too/RB many/JJ ,/, if/IN 
                   But/CC |    Learning/NN->NNP    | Materials/NNPS matched/VB
      But/CC Learning/NNP |   Materials/NN->NNPS   | matched/VBD on/IN 66.5/CD
arning/NNP Materials/NNPS |    matched/NN->VBD     | on/IN 66.5/CD of/IN 69/CD
on/IN 66.5/CD of/IN 69/CD |   subskills/NN->NNS    | ./.
                          |    Scoring/NN->NNP     | High/NNP matched/VBD on/I
              Scoring/NNP |      High/NN->NNP      | matched/VBD on/IN 64.5/CD
     Scoring/NNP High/NNP |    matched/NN->VBD     | on/IN 64.5/CD ./.
                    In/IN |      CAT/NN->NNP       | sections/NNS where/WRB st
NP sections/NNS where/WRB |    students/NN->NNS    | '/POS knowledge/NN of/IN 
NS where/WRB students/NNS |       '/''->POS        | knowledge/NN of/IN two-le
 '/POS knowledge/NN of/IN |   two-letter/NN->JJ    | consonant/JJ sounds/NNS i
ge/NN of/IN two-letter/JJ |    consonant/NN->JJ    | sounds/NNS is/VBZ tested/
wo-letter/JJ consonant/JJ |     sounds/NN->NNS     | is/VBZ tested/VBN *-1/-NO
ors/NNS noted/VBD that/IN |    Scoring/NN->NNP     | High/NNP concentrated/VBD
d/VBD that/IN Scoring/NNP |      High/NN->NNP      | concentrated/VBD on/IN th
t/IN Scoring/NNP High/NNP |  concentrated/NN->VBD  | on/IN the/DT same/JJ soun
/VBD on/IN the/DT same/JJ |     sounds/NN->NNS     | that/IN the/DT test/NN do
clusion/NN of/IN other/JJ |     sounds/NN->NNS     | that/IN fifth/JJ graders/
of/IN other/JJ sounds/NNS |      that/WDT->IN      | fifth/JJ graders/NNS shou
unds/NNS that/IN fifth/JJ |    graders/NN->NNS     | should/MD know/VB *T*-3/-
/JJ graders/NNS should/MD |      know/VBP->VB      | *T*-3/-NONE- ./.
                          |    Learning/NN->NNP    | Materials/NNPS for/IN the
             Learning/NNP |   Materials/NN->NNPS   | for/IN the/DT fifth-grade
/IN the/DT fifth-grade/NN |    contains/NN->VBZ    | at/IN least/JJS a/DT doze
N least/JJS a/DT dozen/NN |    examples/NN->NNS    | of/IN exact/JJ matches/NN
amples/NNS of/IN exact/JJ |    matches/NN->NNS     | or/CC close/JJ parallels/
xact/JJ matches/NNS or/CC |      close/VB->JJ      | parallels/NNS to/TO test/
atches/NNS or/CC close/JJ |   parallels/NN->NNS    | to/TO test/NN items/NNS .
rallels/NNS to/TO test/NN |     items/NN->NNS      | ./.
                          |      Rick/NN->NNP      | Brownell/NNP ,/, senior/J
                 Rick/NNP |    Brownell/NN->NNP    | ,/, senior/JJ editor/NN o
senior/JJ editor/NN of/IN |    Scoring/NN->NNP     | High/NNP ,/, says/VBZ tha
itor/NN of/IN Scoring/NNP |      High/NN->NNP      | ,/, says/VBZ that/IN Mess
/NNP ,/, says/VBZ that/IN |   Messrs./NNP->NNPS    | Kaminski/NNP and/CC Mehre
/VBZ that/IN Messrs./NNPS |    Kaminski/NN->NNP    | and/CC Mehrens/NNP are/VB
/NNPS Kaminski/NNP and/CC |    Mehrens/NN->NNP     | are/VBP ignoring/VBG ``/`
nd/CC Mehrens/NNP are/VBP |    ignoring/NN->VBG    | ``/`` the/DT need/NN 0/-N
` the/DT need/NN 0/-NONE- |    students/NN->NNS    | have/VBP *T*-1/-NONE- for
/IN */-NONE- becoming/VBG |    familiar/NN->JJ     | with/IN tests/NNS and/CC 
/-NONE- authors/NNS of/IN |    Scoring/NN->NNP     | High/NNP ``/`` scrupulous
ors/NNS of/IN Scoring/NNP |      High/NN->NNP      | ``/`` scrupulously/RB avo
coring/NNP High/NNP ``/`` |  scrupulously/NN->RB   | avoid/VBP ''/'' *-1/-NONE
NNP ``/`` scrupulously/RB |     avoid/NN->VBP      | ''/'' *-1/-NONE- replicat
void/VBP ''/'' *-1/-NONE- |  replicating/NN->VBG   | exact/JJ questions/NNS ,/
 replicating/VBG exact/JJ |   questions/NN->NNS    | ,/, but/CC he/PRP does/VB
CC he/PRP does/VBZ n't/RB |      deny/NN->VB       | that/IN some/DT items/NNS
B deny/VB that/IN some/DT |     items/NN->NNS      | are/VBP similar/JJ ./.
                 When/WRB |    Scoring/NN->NNP     | High/NNP first/RB came/VB
     When/WRB Scoring/NNP |      High/NN->NNP      | first/RB came/VBD out/RB 
igh/NNP first/RB came/VBD |       out/RP->RB       | in/IN 1979/CD *T*-1/-NONE
a/DT publication/NN of/IN |     Random/NN->NNP     | House/NNP ./.
  McGraw-Hill/NNP was/VBD |    outraged/NN->JJ     | ./.
1985/CD advisory/NN to/TO |   educators/NN->NNS    | ,/, McGraw-Hill/NNP said/
ill/NNP said/VBD 0/-NONE- |    Scoring/NN->NNP     | High/NNP should/MD n't/RB
/VBD 0/-NONE- Scoring/NNP |      High/NN->NNP      | should/MD n't/RB be/VB us
/-NONE- because/IN it/PRP |  represented/NN->VBD   | a/DT ``/`` parallel/JJ fo
epresented/VBD a/DT ``/`` |    parallel/NN->JJ     | form/NN ''/'' of/IN the/D
orm/NN ''/'' of/IN the/DT |      CAT/NN->NNP       | and/CC CTBS/NNP tests/NNS
/IN the/DT CAT/NNP and/CC |      CTBS/NN->NNP      | tests/NNS ./.
/NNP purchased/VBD the/DT |     Random/NN->NNP     | House/NNP unit/NN that/WD
ouse/NNP unit/NN that/WDT |   *T*-108/NN->-NONE-   | publishes/VBZ Scoring/NNP
N that/WDT *T*-108/-NONE- |   publishes/NN->VBZ    | Scoring/NNP High/NNP ,/, 
-108/-NONE- publishes/VBZ |    Scoring/NN->NNP     | High/NNP ,/, which/WDT *T
publishes/VBZ Scoring/NNP |      High/NN->NNP      | ,/, which/WDT *T*-109/-NO
NP High/NNP ,/, which/WDT |   *T*-109/NN->-NONE-   | later/RBR became/VBD part
 which/WDT *T*-109/-NONE- |     later/JJ->RBR      | became/VBD part/NN of/IN 
 became/VBD part/NN of/IN | Macmillan\/McGraw/NN->NNP | ./.
                          |   Messrs./NNP->NNPS    | Brownell/NNP and/CC Kean/
             Messrs./NNPS |    Brownell/NN->NNP    | and/CC Kean/NNP say/VBP 0
/NNPS Brownell/NNP and/CC |      Kean/NN->NNP      | say/VBP 0/-NONE- they/PRP
0/-NONE- they/PRP are/VBP |     unaware/NN->JJ     | of/IN any/DT efforts/NNS 
NE- to/TO modify/VB or/CC |   discontinue/NN->VB   | Scoring/NNP High/NNP ./.
y/VB or/CC discontinue/VB |    Scoring/NN->NNP     | High/NNP ./.
iscontinue/VB Scoring/NNP |      High/NN->NNP      | ./.
                          |   Alleghany/NN->NNP    | Corp./NNP said/VBD 0/-NON
e/DT acquisition/NN of/IN |   Sacramento/NN->NNP   | Savings/NNPS &/CC Loan/NN
n/NN of/IN Sacramento/NNP |    Savings/NN->NNPS    | &/CC Loan/NNP Association
nto/NNP Savings/NNPS &/CC |      Loan/NN->NNP      | Association/NNP from/IN t
iation/NNP from/IN the/DT |      H.N./NN->NNP      | &/CC Frances/NNP C./NNP B
m/IN the/DT H.N./NNP &/CC |    Frances/NN->NNP     | C./NNP Berger/NNP Foundat
H.N./NNP &/CC Frances/NNP |       C./NN->NNP       | Berger/NNP Foundation/NNP
P &/CC Frances/NNP C./NNP |     Berger/NN->NNP     | Foundation/NNP for/IN $/$
ces/NNP C./NNP Berger/NNP |   Foundation/NN->NNP   | for/IN $/$ 150/CD million
                   The/DT | Sacramento-based/NN->JJ | S&L/NN ,/, which/WDT *T*-
d/JJ S&L/NN ,/, which/WDT |   *T*-110/NN->-NONE-   | has/VBZ 44/CD branch/NN o
- has/VBZ 44/CD branch/NN |    offices/NN->NNS     | in/IN north/JJ central/JJ
anch/NN offices/NNS in/IN |      north/NN->JJ      | central/JJ California/NNP
ffices/NNS in/IN north/JJ |     central/NN->JJ     | California/NNP ,/, had/VB
in/IN north/JJ central/JJ |   California/NN->NNP   | ,/, had/VBD assets/NNS of
    New/NNP York-based/JJ |   Alleghany/NN->NNP    | is/VBZ an/DT insurance/NN
ce/NN and/CC financial/JJ |    services/NN->NNS    | concern/NN ./.
ce/NN includes/VBZ two/CD |    ancillary/NN->JJ    | companies/NNS ./.
P of/IN Health/NNP and/CC |     Human/NN->NNP      | Services/NNPS plans/VBZ *
alth/NNP and/CC Human/NNP |   Services/NN->NNPS    | plans/VBZ *-1/-NONE- to/T
C Human/NNP Services/NNPS |     plans/NNS->VBZ     | *-1/-NONE- to/TO extend/V
research/NN involving/VBG |  fetal-tissue/NN->JJ   | transplants/NNS ./.
lving/VBG fetal-tissue/JJ |  transplants/NN->NNS   | ./.
                          |     Medical/NN->JJ     | researchers/NNS believe/V
mall/JJ amounts/NNS of/IN |      fetal/NN->JJ      | tissue/NN into/IN humans/
etal/JJ tissue/NN into/IN |     humans/NN->NNS     | could/MD help/VB */-NONE-
help/VB */-NONE- treat/VB |    juvenile/NN->JJ     | diabetes/NN and/CC such/J
iabetes/NN and/CC such/JJ |  degenerative/NN->JJ   | diseases/NNS as/IN Alzhei
ive/JJ diseases/NNS as/IN |   Alzheimer/NN->NNP    | 's/POS ,/, Parkinson/NNP 
 Alzheimer/NNP 's/POS ,/, |   Parkinson/NN->NNP    | 's/POS and/CC Huntington/
rkinson/NNP 's/POS and/CC |   Huntington/NN->NNP   | 's/POS ./.
                   But/CC | anti-abortionists/NN->NNS | oppose/VBP such/JJ resear
/CC anti-abortionists/NNS |     oppose/NN->VBP     | such/JJ research/NN becau
e/DT development/NN of/IN |   therapies/NN->NNS    | using/VBG fetal-tissue/JJ
N therapies/NNS using/VBG |  fetal-tissue/NN->JJ   | transplants/NNS could/MD 
using/VBG fetal-tissue/JJ |  transplants/NN->NNS   | could/MD lead/VB to/TO an
O an/DT increase/NN in/IN |   abortions/NN->NNS    | ./.
                James/NNP |     Mason/NN->NNP      | ,/, assistant/NN secretar
deral/JJ funding/NN of/IN |  fetal-tissue/NN->JJ   | transplant/NN research/NN
/NN ``/`` should/MD be/VB |   continued/VBD->VBN   | *-1/-NONE- indefinitely/R
 continued/VBN *-1/-NONE- |  indefinitely/NN->RB   | ./. ''/''
BD 0/-NONE- the/DT ban/NN |       wo/NN->MD        | n't/RB stop/VB privately/
he/DT ban/NN wo/MD n't/RB |      stop/NN->VB       | privately/RB funded/VBN t
n/NN wo/MD n't/RB stop/VB |    privately/NN->RB    | funded/VBN tissue-transpl
t/RB stop/VB privately/RB |     funded/NN->VBN     | tissue-transplant/JJ rese
B privately/RB funded/VBN | tissue-transplant/NN->JJ | research/NN or/CC federal
lant/JJ research/NN or/CC |    federally/NN->RB    | funded/VBN fetal-tissue/J
rch/NN or/CC federally/RB |     funded/NN->VBN     | fetal-tissue/JJ research/
C federally/RB funded/VBN |  fetal-tissue/NN->JJ   | research/NN that/WDT *T*-
e/JJ research/NN that/WDT |   *T*-111/NN->-NONE-   | does/VBZ n't/RB involve/V
11/-NONE- does/VBZ n't/RB |     involve/NN->VB     | transplants/NNS ./.
oes/VBZ n't/RB involve/VB |  transplants/NN->NNS   | ./.
                          |   Department/NNP->NN   | officials/NNS say/VBP tha
cials/NNS say/VBP that/IN |      HHS/NN->NNP       | Secretary/NNP Louis/NNP S
/IN HHS/NNP Secretary/NNP |     Louis/NN->NNP      | Sullivan/NNP will/MD supp
P Secretary/NNP Louis/NNP |    Sullivan/NN->NNP    | will/MD support/VB Dr./NN
ill/MD support/VB Dr./NNP |     Mason/NN->NNP      | 's/POS ruling/NN ,/, whic
S ruling/NN ,/, which/WDT |   *T*-112/NN->-NONE-   | will/MD be/VB issued/VBN 
DT letter/NN to/TO the/DT |     acting/NN->JJ      | director/NN of/IN the/DT 
of/IN the/DT National/NNP |  Institutes/NN->NNPS   | of/IN Health/NNP ./.
          Both/DT Dr./NNP |     Mason/NN->NNP      | and/CC Dr./NNP Sullivan/N
 Mason/NNP and/CC Dr./NNP |    Sullivan/NN->NNP    | oppose/VBP federal/JJ fun
d/CC Dr./NNP Sullivan/NNP |     oppose/NN->VBP     | federal/JJ funding/NN for
NN for/IN abortion/NN ,/, |       as/RB->IN        | does/VBZ President/NNP Bu
/NN 's/POS life/NN is/VBZ |   threatened/NN->VBN   | *-2/-NONE- *T*-1/-NONE- .
n/WRB the/DT National/NNP |  Institutes/NN->NNPS   | of/IN Health/NNP ,/, awar
JJ of/IN the/DT policy/NN |  implications/NN->NNS  | of/IN its/PRP$ research/N
/, asked/VBD for/IN an/DT |      HHS/NN->NNP       | review/NN of/IN its/PRP$ 
P$ plan/NN */-NONE- to/TO |     implant/NN->VB     | fetal/JJ tissue/NN into/I
*/-NONE- to/TO implant/VB |      fetal/NN->JJ      | tissue/NN into/IN the/DT 
t/NN suffering/NN from/IN |   Parkinson/NN->NNPS   | 's/POS disease/NN *T*-1/-
     The/DT department/NN |    placed/VBN->VBD     | a/DT moratorium/NN on/IN 
/VBG a/DT review/NN of/IN |   scientific/NN->JJ    | ,/, legal/JJ and/CC ethic
ic/JJ ,/, legal/JJ and/CC |     ethical/NN->JJ     | issues/NNS ./.
T majority/NN of/IN an/DT |  NIH-appointed/NN->JJ  | panel/NN recommended/VBD 
NIH-appointed/JJ panel/NN |  recommended/NN->VBD   | late/RB last/JJ year/NN t
hat/IN the/DT research/NN |    continue/VBP->VB    | under/IN carefully/RB con
h/NN continue/VB under/IN |    carefully/NN->RB    | controlled/JJ conditions/
/VB under/IN carefully/RB |   controlled/NN->JJ    | conditions/NNS ,/, but/CC
he/DT issue/NN became/VBD |   embroiled/NN->VBN    | *-2/-NONE- in/IN politics
 in/IN politics/NNS as/IN |  anti-abortion/NN->JJ  | groups/NNS continued/VBD 
nued/VBD *-3/-NONE- to/TO |     oppose/NN->VB      | federal/JJ funding/NN ./.
The/DT dispute/NN has/VBZ |    hampered/NN->VBN    | the/DT administration/NN 
fforts/NNS */-NONE- to/TO |     recruit/NN->VB     | prominent/JJ doctors/NNS 
*/-NONE- to/TO recruit/VB |    prominent/NN->JJ    | doctors/NNS 0/-NONE- *T*-
O recruit/VB prominent/JJ |    doctors/NN->NNS     | 0/-NONE- *T*-1/-NONE- to/
-NONE- *T*-1/-NONE- to/TO |      fill/NN->VB       | prestigious/JJ posts/NNS 
T*-1/-NONE- to/TO fill/VB |   prestigious/NN->JJ   | posts/NNS at/IN the/DT he
TO fill/VB prestigious/JJ |     posts/NN->NNS      | at/IN the/DT helm/NN of/I
e/DT helm/NN of/IN the/DT |      NIH/NN->NNP       | and/CC the/DT Centers/NNP
/DT NIH/NNP and/CC the/DT |    Centers/NN->NNPS    | for/IN Disease/NNP Contro
he/DT Centers/NNPS for/IN |    Disease/NN->NNP     | Control/NNP ./.
s/NNPS for/IN Disease/NNP |    Control/NN->NNP     | ./.
                          |     Several/NN->JJ     | candidates/NNS have/VBP w
J candidates/NNS have/VBP |   withdrawn/NN->VBN    | their/PRP$ names/NNS from
 withdrawn/VBN their/PRP$ |     names/NN->NNS      | from/IN consideration/NN 
hem/PRP for/IN their/PRP$ |     views/NN->NNS      | on/IN abortion/NN and/CC 
 on/IN abortion/NN and/CC |  fetal-tissue/NN->JJ   | transplants/NNS ./.
NN and/CC fetal-tissue/JJ |  transplants/NN->NNS   | ./.
                          |    Antonio/NN->NNP     | Novello/NNP ,/, whom/WP M
              Antonio/NNP |    Novello/NN->NNP     | ,/, whom/WP Mr./NNP Bush/
 whom/WP Mr./NNP Bush/NNP |   nominated/NN->VBD    | *T*-113/-NONE- to/TO serv
NP Bush/NNP nominated/VBD |   *T*-113/NN->-NONE-   | to/TO serve/VB as/IN surg
/VBD *T*-113/-NONE- to/TO |      serve/NN->VB      | as/IN surgeon/NN general/
serve/VB as/IN surgeon/NN |     general/JJ->NN     | ,/, reportedly/RB has/VBZ
surgeon/NN general/NN ,/, |   reportedly/NN->RB    | has/VBZ assured/VBN the/D
,/, reportedly/RB has/VBZ |    assured/NN->VBN     | the/DT administration/NN 
 the/DT administration/NN |      that/WDT->IN      | she/PRP opposes/VBZ abort
ration/NN that/IN she/PRP |    opposes/NN->VBZ     | abortion/NN ./.
                  Dr./NNP |    Novello/NN->NNP     | is/VBZ deputy/NN director
l/NNP Institute/NNP of/IN |     Child/NN->NNP      | Health/NNP and/CC Human/N
ild/NNP Health/NNP and/CC |     Human/NN->NNP      | Development/NNP ./.
alth/NNP and/CC Human/NNP |  Development/NN->NNP   | ./.
 researchers/NNS have/VBP |    charged/NN->VBN     | that/IN the/DT administra
 administration/NN is/VBZ |    imposing/NN->VBG    | new/JJ ideological/JJ tes
s/VBZ imposing/VBG new/JJ |   ideological/NN->JJ   | tests/NNS for/IN top/JJ s
J tests/NNS for/IN top/JJ |   scientific/NN->JJ    | posts/NNS ./.
r/IN top/JJ scientific/JJ |     posts/NN->NNS      | ./.
is/DT week/NN ,/, Dr./NNP |    Sullivan/NN->NNP    | tried/VBD *-1/-NONE- to/T
 ,/, Dr./NNP Sullivan/NNP |     tried/NN->VBD      | *-1/-NONE- to/TO defuse/V
ried/VBD *-1/-NONE- to/TO |     defuse/NN->VB      | these/DT charges/NNS by/I
rges/NNS by/IN *-4/-NONE- |   stressing/NN->VBG    | that/IN candidates/NNS 0/
-NONE- *T*-2/-NONE- to/TO |      head/NN->VB       | the/DT NIH/NNP and/CC the
ONE- to/TO head/VB the/DT |      NIH/NN->NNP       | and/CC the/DT CDC/NNP wil
/DT NIH/NNP and/CC the/DT |      CDC/NN->NNP       | will/MD be/VB judged/VBN 
/DT CDC/NNP will/MD be/VB |     judged/NN->VBN     | *-3/-NONE- by/IN ``/`` st
``/`` standards/NNS of/IN |   scientific/NN->JJ    | and/CC administrative/JJ 
 handling/NN of/IN the/DT |  fetal-tissue/NN->JJ   | transplant/NN issue/NN di
JJ transplant/NN issue/NN |    disturbs/NN->VBZ    | many/JJ scientists/NNS ./
           ``/`` When/WRB |   scientific/NN->JJ    | progress/NN moves/VBZ int
scientific/JJ progress/NN |     moves/NN->VBZ      | into/IN uncharted/JJ grou
ress/NN moves/VBZ into/IN |    uncharted/NN->JJ    | ground/NN *T*-1/-NONE- ,/
 to/TO be/VB a/DT role/NN |   *ICH*-4/NN->-NONE-   | for/IN society/NN */-NONE
NN */-NONE- to/TO make/VB |   judgments/NN->NNS    | about/IN its/PRP$ applica
nts/NNS about/IN its/PRP$ |  applications/NN->NNS  | ,/, ''/'' says/VBZ *T*-2/
/'' says/VBZ *T*-2/-NONE- |     Myron/NN->NNP      | Genel/NNP ,/, associate/N
BZ *T*-2/-NONE- Myron/NNP |     Genel/NN->NNP      | ,/, associate/NN dean/NN 
e/NN dean/NN of/IN the/DT |      Yale/NN->NNP      | Medical/NNP School/NNP ./
/NN of/IN the/DT Yale/NNP |    Medical/NN->NNP     | School/NNP ./.
e/DT Yale/NNP Medical/NNP |     School/NN->NNP     | ./.
ate/NN has/VBZ become/VBN |   polarized/NN->VBN    | *-1/-NONE- ,/, so/IN that
arized/VBN *-1/-NONE- ,/, |       so/RB->IN        | that/IN no/DT mechanism/N
chanism/NN *ICH*-2/-NONE- |     exists/NN->VBZ     | ''/'' for/IN */-NONE- fin
VBZ ''/'' for/IN */-NONE- |    finding/NN->VBG     | a/DT middle/JJ ground/NN 
*/-NONE- finding/VBG a/DT |     middle/NN->JJ      | ground/NN ./.
                          |      Yale/NN->NNP      | is/VBZ one/CD of/IN the/D
dical/JJ institutions/NNS |   conducting/NN->VBG   | privately/RB funded/JJ re
utions/NNS conducting/VBG |    privately/NN->RB    | funded/JJ research/NN on/
nducting/VBG privately/RB |     funded/NN->JJ      | research/NN on/IN fetal-t
nded/JJ research/NN on/IN |  fetal-tissue/NN->JJ   | transplants/NNS ./.
/NN on/IN fetal-tissue/JJ |  transplants/NN->NNS   | ./.
           But/CC Dr./NNP |     Genel/NN->NNP      | warns/VBZ that/IN Dr./NNP
 But/CC Dr./NNP Genel/NNP |     warns/NN->VBZ      | that/IN Dr./NNP Mason/NNP
warns/VBZ that/IN Dr./NNP |     Mason/NN->NNP      | 's/POS ruling/NN may/MD d
P 's/POS ruling/NN may/MD |   discourage/NN->VB    | private/JJ funding/NN ./.
C the/DT climate/NN in/IN |     which/IN->WDT      | the/DT decision/NN was/VB
/CD of/IN the/DT more/RBR |     visible/NN->JJ     | foundations/NNS to/TO pro
he/DT more/RBR visible/JJ |  foundations/NN->NNS   | to/TO provide/VB support/
/JJ foundations/NNS to/TO |    provide/VBP->VB     | support/NN ,/, ''/'' he/P
ions/NNS to/TO provide/VB |     support/VB->NN     | ,/, ''/'' he/PRP said/VBD
IN the/DT flap/NN over/IN |  transplants/NN->NNS   | ,/, federal/JJ funding/NN
research/NN involving/VBG |      fetal/NN->JJ      | tissues/NNS will/MD conti
NN involving/VBG fetal/JJ |    tissues/NN->NNS     | will/MD continue/VB on/IN
n/IN a/DT number/NN of/IN |     fronts/NN->NNS     | ./.
h/NN may/MD ultimately/RB |     result/NN->VB      | in/IN the/DT ability/NN *
ability/NN */-NONE- to/TO |   regenerate/NN->VB    | damaged/JJ tissues/NNS or
NONE- to/TO regenerate/VB |     damaged/NN->JJ     | tissues/NNS or/CC */-NONE
 regenerate/VB damaged/JJ |    tissues/NN->NNS     | or/CC */-NONE- to/TO turn
ONE- to/TO turn/VB off/RP |     genes/NN->NNS      | that/WDT *T*-114/-NONE- c
off/RP genes/NNS that/WDT |   *T*-114/NN->-NONE-   | cause/VBP cancer/NN ''/''
S that/WDT *T*-114/-NONE- |     cause/NN->VBP      | cancer/NN ''/'' or/CC */-
/-NONE- to/TO regulate/VB |     genes/NN->NNS      | that/WDT *T*-115/-NONE- c
ate/VB genes/NNS that/WDT |   *T*-115/NN->-NONE-   | cause/VBP Down/NNP 's/POS
S that/WDT *T*-115/-NONE- |     cause/NN->VBP      | Down/NNP 's/POS syndrome/
 *T*-115/-NONE- cause/VBP |      Down/NN->NNP      | 's/POS syndrome/NN ,/, th
eading/VBG cause/NN of/IN |     mental/NN->JJ      | retardation/NN ,/, accord
according/VBG to/TO an/DT |      NIH/NN->NNP       | summary/NN ./.
                   The/DT |      NIH/NN->NNP       | currently/RB spends/VBZ a
/-NONE- annually/RB on/IN |  fetal-tissue/NN->JJ   | research/NN out/IN of/IN 
arch/NN out/IN of/IN a/DT |      total/NN->JJ      | research/NN budget/NN of/
                          |   Rekindled/NN->VBN    | hope/NN that/IN two/CD Ne
            Rekindled/VBN |      hope/VBP->NN      | that/IN two/CD New/NNP En
wo/CD New/NNP England/NNP |     states/NN->NNS     | will/MD allow/VB broader/
nd/NNP states/NNS will/MD |     allow/VBP->VB      | broader/JJR interstate/JJ
l/MD allow/VB broader/JJR |   interstate/NN->JJ    | banking/NN boosted/VBD Na
 interstate/JJ banking/NN |    boosted/VBN->VBD    | Nasdaq/NNP 's/POS bank/NN
cks/NNS ,/, but/CC the/DT | over-the-counter/NN->JJ | market/NN was/VBD up/RB o
/NN was/VBD up/RB only/RB |    slightly/NN->RB     | in/IN lackluster/JJ tradi
only/RB slightly/RB in/IN |   lackluster/NN->JJ    | trading/NN ./.
/CD to/TO 456.64/CD on/IN |     paltry/NN->JJ      | volume/NN of/IN 118.6/CD 
 ,/, it/PRP was/VBD an/DT |  inauspicious/NN->JJ   | beginning/NN for/IN Novem
VBD an/DT inauspicious/JJ |   beginning/VBG->NN    | for/IN November/NNP ./.
/IN the/DT year/NN 's/POS |      daily/NN->JJ      | average/NN of/IN 133.8/CD
IN October/NNP ,/, the/DT |    busiest/NN->JJS     | month/NN of/IN the/DT yea
f/IN the/DT year/NN so/RB |       far/RB->JJ       | ,/, daily/JJ volume/NN av
 year/NN so/RB far/JJ ,/, |      daily/NN->JJ      | volume/NN averaged/VBD ro
JJ ,/, daily/JJ volume/NN |    averaged/NN->VBD    | roughly/RB 145/CD million
JJ volume/NN averaged/VBD |     roughly/NN->RB     | 145/CD million/CD shares/
/CD index/NN of/IN the/DT |    biggest/NN->JJS     | nonfinancial/JJ stocks/NN
 of/IN the/DT biggest/JJS |  nonfinancial/NN->JJ   | stocks/NNS gained/VBD 1.3
onfinancial/JJ stocks/NNS |     gained/NN->VBD     | 1.39/CD to/TO 446.62/CD .
al/JJ stocks/NNS rose/VBD |    modestly/NN->RB     | as/IN well/RB ,/, *-1/-NO
NN index/NN ,/, which/WDT |   *T*-116/NN->-NONE-   | tracks/VBZ thrift/NN issu
 which/WDT *T*-116/-NONE- |     tracks/NN->VBZ     | thrift/NN issues/NNS ,/, 
 thrift/NN issues/NNS ,/, |    jumped/VBN->VBD     | 3.23/CD to/TO 436.01/CD .
BD a/DT boost/NN when/WRB |  Connecticut/NN->NNP   | Bank/NNP &/CC Trust/NNP a
ecticut/NNP Bank/NNP &/CC |     Trust/NN->NNP      | and/CC Bank/NNP of/IN New
aid/VBD 0/-NONE- they/PRP |       no/DT->RB        | longer/RB oppose/VBP pend
D 0/-NONE- they/PRP no/RB |     longer/JJR->RB     | oppose/VBP pending/VBG le
 they/PRP no/RB longer/RB |     oppose/NN->VBP     | pending/VBG legislation/N
WDT *T*-1/-NONE- would/MD |     permit/VBP->VB     | banks/NNS from/IN other/J
anks/NNS from/IN other/JJ |    regions/NN->NNS     | to/TO merge/VB with/IN Co
ther/JJ regions/NNS to/TO |      merge/NN->VB      | with/IN Connecticut/NNP a
NS to/TO merge/VB with/IN |  Connecticut/NN->NNP   | and/CC Massachusetts/NNP 
IN Connecticut/NNP and/CC | Massachusetts/NN->NNP  | banks/NNS *T*-2/-NONE- ./
  The/DT two/CD banks/NNS |     merged/NN->VBD     | in/IN 1985/CD ./.
  The/DT stocks/NNS of/IN |    banking/NN->VBG     | concerns/NNS based/VBN */
 based/VBN */-NONE- in/IN | Massachusetts/NN->NNP  | were/VBD n't/RB helped/VB
he/DT announcement/NN ,/, |    traders/NN->NNS     | said/VBD 0/-NONE- *T*-2/-
NONE- making/VBG them/PRP |  unattractive/NN->JJ   | takeover/NN targets/NNS .
attractive/JJ takeover/NN |    targets/NN->NNS     | ./.
                   But/CC |  speculators/NN->NNS   | ,/, *-1/-NONE- anticipati
